category,title,content
Spor,650. Kırkpınar Yağlı Güreşleri,"650. Kırkpınar Yağlı Güreşleri, 2011 yılında Edirne'de gerçekleşti. 55 başpehlivanın yer aldığı başpehlivanlık mücadelesinde Ali Gürbüz, 1. turda Ünal Karaman'ı, ikinci turda Savaş Yıldırım'ı, 3. turda ise Ali Rıza Kaya'yı, çeyrek finalde Osman Aynur'u, yarı finalde Fatih Atlı'yı, finalde ise Recep Kara'yı yenerek kazandı.[1] Diğer sonuçlar -boy sırasında- şu şekilde gerçekleşti:[1]"
Spor,2011 Avrupa Gençlik Olimpik Yaz Festivali,"2011 Avrupa Gençlik Olimpik Yaz Festivali veya EYOF 2011 Trabzon, Türkiye'nin Trabzon kentinde Avrupa Olimpiyat Komiteleri Birliği gözetiminde 23-30 Temmuz 2011 tarihlerinde düzenlenen çok sporlu etkinlik.[1]"
Spor,2011 Avrupa Takımlar Şampiyonası,"2011 Avrupa Takımlar Şampiyonası, Avrupa Atletizm Birliği tarafından düzenlenen Takımlar Şampiyonası'nın üçüncüsü. 18-19 Haziran 2011'de dört lig seviyesinde yapılan yarışlarda elde edilen sonuçlara göre, ülkeler bir üst lige çıktı veya alt lige düştü. Süper Lig mücadelesi Stockholm'de, 1. Lig yarışları İzmir'de, 2. Lig organizasyonu Novi Sad'da, 3. Lig yarışları ise Reykjavík'te yapıldı."
Spor,2011-12 Bayanlar Voleybol 1. Ligi,Türkiye Aroma Bayanlar Voleybol Ligi 2011-2012 sezonu 12 Ekim 2011 tarihinde Nilüfer Belediyesi-Beşiktaş karşılaşmasıyla başlamıştır.
Spor,2010-11 Süper Lig (buz hokeyi),"2010-11 Süper Lig, Süper Lig'in 19. sezonudur. Yedi takımın katıldığı ligde sezonun şampiyonu Başkent Yıldızları oldu."
Spor,2011-12 Süper Lig (buz hokeyi),"2011-12 Süper Lig, Süper Lig'in 20. sezonudur. 11 takımın katıldığı ligde sezonun şampiyonu Başkent Yıldızları oldu."
Spor,2011 Cumhurbaşkanlığı Türkiye Bisiklet Turu,"2011 Cumhurbaşkanlığı Türkiye Bisiklet Turu, 24 Nisan-1 Mayıs 2011 tarihleri arasında Türkiye'de, 47.si düzenlenen çok etaplı yol bisikleti yarışı organizasyonu. UCI Avrupa Turu kapsamında 2.HC olarak değerlendirilen etkinlikte 8 etap sonunda Team Type 1–Sanofi Aventis takımı bisikletçisi Alexander Efimkin genel klasmanı lider tamamlayarak Turkuaz Mayo'nun sahibi oldu.[2] Yarışmada 2 Türk bisiklet takımı, Manisaspor ve Torku Şekerspor da yer aldı."
Spor,2011 Dünya Güreş Şampiyonası,"2011 Dünya Güreş Şampiyonası, serbest ve grekoromen stil kategorilerinde 47. defa düzenlenen organizasyondur. Müsabakalara ev sahipliğini 12-18 Eylül 2011 tarihleri arasında Türkiye'nin İstanbul kenti yapmıştır.[1]"
Spor,2011 Dünya Üniversiteler Kış Oyunları'nda Türkiye,"Türkiye, Erzurum'da düzenlenen ve ev sahipliği yaptığı 2011 Dünya Üniversiteler Kış Oyunları'na 11 branşta 159 sporcuyla katıldı."
Spor,Fenerbahçe (erkek voleybol takımı) 2010-11 sezonu,Fenerbahçe Voleybol Takımı 2010-11 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiş ve tarihinde üçüncü kez Türkiye şampiyonu olmuştur. Sezon başında Süper Kupa'yı Ziraat Bankası'na kaptıran sarı-lacivertliler Türkiye Kupası'nda da finalde Arkas'a mağlup oldular. Fenerbahçe Avrupa Şampiyonlar Ligi'ne iyi başlamasına rağmen grup maçlarının sonunu iyi getiremedi ve grubunda dördüncü olarak elendi.
Spor,Fenerbahçe (erkek voleybol takımı) 2011-12 sezonu,"Fenerbahçe Voleybol Takımı 2011-12 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir. Sarı-lacivertli takım tarihinde dördüncü kez Türkiye şampiyonu olduğu gibi, Türkiye Kupası ve Süper Kupası'nı da kazanarak sezonu üç kupayla tamamladı."
Spor,Fenerbahçe Masa Tenisi Şubesi 2010-11 sezonu,"Fenerbahçe Masa Tenisi Şubesi erkek takımı 2010-11 sezonunda Türkiye Masatenisi Süper Ligi'nde dördüncü, Türkiye Masatenisi Şampiyonası'nda ise üçüncü olmuştur."
Spor,Fenerbahçe Masa Tenisi Şubesi 2011-12 sezonu,"Fenerbahçe Masa Tenisi Şubesi erkek takımı 2011-12 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiş, Türkiye Masatenisi Şampiyonası'nda tarihindeki dokuzuncu şampiyonluğunu kazanmıştır."
Spor,2011-12 Türkiye Futsal Ligi,"Lig sonunda, Doğu ve Batı gruplarında ilk iki takım şampiyonu belirlemek için Final Four oynarlar."
Spor,2011 Dünya Üniversiteler Kış Oyunları'nda snowboard,2011 Dünya Üniversiteler Kış Oyunları'nda snowboard yarışması Erzurum Palandöken Kayak Merkezi'nde yapılmaktadır. 28 Ocak - 6 Şubat 2011 günleri arasında sekiz kategoride yarışmalar yapılmaktadır.[1]
Spor,2011 Vehbi Emre Turnuvası,"2011 Vehbi Emre Turnuvası, 29-30 Ocak 2011 tarihleri arasında İstanbul'da düzenlenen bir güreş etkinliğidir. 2011 yılında 29'incisi düzenlenen Uluslararası Vehbi Emre Güreş Turnuvası İstanbul Ahmet Cömert Spor Salonunda gerçekleştirildi.[1][2]"
Spor,2011 Yaşar Doğu Turnuvası,"2011 Yaşar Doğu Güreş Turnuvası, 11-13 Şubat 2011 tarihleri arasında Türkiye'nin İstanbul kentinde  düzelenen bir güreş yarışmasıdır.[1] 2012 yılında 39'uncusu düzenlenen Uluslararası Yaşar Doğu Güreş Turnuvası İstanbul Ahmet Cömert Spor Salonunda gerçekleştirildi."
Spor,2011-12 Türkiye Bayanlar Voleybol Ligi,"Aroma Bayanlar Voleybol Ligi 2011-12 sezonu, Sultanlar Ligi'nin 28. sezonudur. Dört şehirden (İstanbul, Ankara, Konya ve Bursa) 12 takımın katıldığı lig, deplasmanlı normal lig + Final grubu usulüne göre oynandı. Play-Off finalinde Vakıfbank Türk Telekom takımını 2-0 yenen Eczacıbaşı Vitra ligin şampiyonu olurken, ligi son iki sırada tamamlayan MKE Ankaragücü ve Pursaklar Voleybol İhtisas ligden düşmüştür."
Spor,2011-12 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 2011-12 sezonu, Efeler Ligi'nin 42. sezonudur. Altı şehirden (İstanbul, Ankara, İzmir, Gümüşhane, Sivas ve Tokat) 12 takımın katıldığı lig, deplasmanlı lig + playoff sistemiyle oynanmıştır.

Ligi Play-Off finalinde Arkasspor'u 2-1 yenen Fenerbahçe Grundig şampiyon tamamlarken, ligin son 2 sırasında yer alan Tokat Belediye Plevnespor ve Niksar Belediyespor ligden düşmüştür.

Lig, Aroma’nın sporsorluğunda oynanadığı için “Aroma Erkekler 1.Ligi” adıyla anılmıştır."
Spor,2012-13 Türkiye Bayanlar Voleybol Ligi,"Acıbadem Bayanlar Voleybol Ligi 2012-13 sezonu, Sultanlar Ligi'nin 29. sezonudur. Dört şehirden (İstanbul, Ankara, Konya ve Bursa) 12 takımın katıldığı lig, deplasmanlı normal lig + Play-Off usulüne göre oynandı. Play-Off finalinde Eczacıbaşı Vitra takımını 3-0 yenen Vakıfbank ligin şampiyonu olurken, ligi son iki sırada tamamlayan IBA Kimya TED Kolejliler ve Nilüfer Belediyesi ligden düşmüştür."
Spor,2012-13 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 2012-13 sezonu, Efeler Ligi'nin 43. sezonudur. Altı şehirden (İstanbul, Ankara, İzmir, Gümüşhane, Sivas ve Bursa) 12 takımın katıldığı lig, deplasmanlı lig + playoff sistemiyle oynanmıştır.

Ligi Play-Off finalinde Halkbank'ı 3-1 yenen Arkasspor şampiyon tamamlarken, ligin son 2 sırasında yer alan 4 Eylül Belediye ve Yenişehir Belediye ligden düşmüştür.

Lig, Acıbadem'in sporsorluğunda oynanadığı için “Acıbadem Erkekler 1. Ligi” adıyla anılmıştır."
Spor,651. Kırkpınar Yağlı Güreşleri,"651. Tarihî Kırkpınar Yağlı Güreşleri, 2012 yılında Edirne'de gerçekleşti. Farklı boylarda toplam 1573 sporcunun yarıştığı turnuvada başpehlivanlığı Ali Gürbüz kazandı.[1] Diğer sonuçlar -boy sırasında- şu şekilde gerçekleşti:[1]"
Spor,2012 Avrupa Halter Şampiyonası,2012 Avrupa Halter Şampiyonası 9-15 Nisan 2012 tarihlerinde Antalya'da Kepez Basketbol Arena'sında etkinliğin 91'incisi olarak düzenlendi.[1]
Spor,2012 Dünya Salon Atletizm Şampiyonası,"14. IAAF Dünya Salon Atletizm Şampiyonası, 9-11 Mart 2012 tarihleri arasında İstanbul'da gerçekleştirilen salon atletizmi organizasyonu. Yarışmalar Ataköy'de bulunan 7.450 seyirci kapasiteli Ataköy Atletizm Salonu'nda düzenlendi.[1][2]"
Spor,2011-12 Bayanlar Voleybol 1. Ligi,Türkiye Aroma Bayanlar Voleybol Ligi 2011-2012 sezonu 12 Ekim 2011 tarihinde Nilüfer Belediyesi-Beşiktaş karşılaşmasıyla başlamıştır.
Spor,2011-12 Süper Lig (buz hokeyi),"2011-12 Süper Lig, Süper Lig'in 20. sezonudur. 11 takımın katıldığı ligde sezonun şampiyonu Başkent Yıldızları oldu."
Spor,2012-13 Süper Lig (buz hokeyi),"2012-13 Süper Lig, Süper Lig'in 21. sezonudur. Yedi takımın katıldığı ligde sezonun şampiyonu Başkent Yıldızları oldu."
Spor,2012 Cumhurbaşkanlığı Türkiye Bisiklet Turu,"2012 Cumhurbaşkanlığı Türkiye Bisiklet Turu, 22-29 Nisan 2012 tarihleri arasında Türkiye'de, 48.si düzenlenen çok etaplı yol bisikleti yarışı. UCI tarafından 2.HC seviyesinde değerlendirilen ve UCI Avrupa Turu kapsamındaki tur Türkiye Bisiklet Federasyonu tarafından düzenlenmiştir."
Spor,Fenerbahçe (erkek voleybol takımı) 2011-12 sezonu,"Fenerbahçe Voleybol Takımı 2011-12 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir. Sarı-lacivertli takım tarihinde dördüncü kez Türkiye şampiyonu olduğu gibi, Türkiye Kupası ve Süper Kupası'nı da kazanarak sezonu üç kupayla tamamladı."
Spor,Fenerbahçe (erkek voleybol takımı) 2012-13 sezonu,Fenerbahçe Voleybol Takımı 2012-13 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etti.
Spor,Fenerbahçe Masa Tenisi Şubesi 2011-12 sezonu,"Fenerbahçe Masa Tenisi Şubesi erkek takımı 2011-12 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiş, Türkiye Masatenisi Şampiyonası'nda tarihindeki dokuzuncu şampiyonluğunu kazanmıştır."
Spor,Fenerbahçe Masa Tenisi Şubesi 2012-13 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2012-13 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiştir.
Spor,2011-12 Türkiye Futsal Ligi,"Lig sonunda, Doğu ve Batı gruplarında ilk iki takım şampiyonu belirlemek için Final Four oynarlar."
Spor,40. Satranç Olimpiyatları,"Dünya Satranç Federasyonu tarafından organize edilen ve açık turnuva ve bayanlar turnuvası da kapsayan 40. Satranç Olimpiyatları, yanı sıra satranç oyununu teşvik etmek üzere tasarlanmış çok sayıda etkinlikler 2012 sonbaharında İstanbul'da Wow Hotelde başlamıştır.[1]"
Spor,2012 Vehbi Emre Turnuvası,"2012 Vehbi Emre Turnuvası, 28-29 Ocak 2012 tarihleri arasında İstanbul'da düzenlenen bir güreş etkinliğidir. 2012 yılında 30’uncusu düzenlenen Uluslararası Vehbi Emre Güreş Turnuvası İstanbul Ahmet Cömert Spor Salonunda gerçekleştirildi.[1] Golden Grand Prix'nin ilk ayağı olarak düzenlendi.[2][3][4][5][6]"
Spor,2012 Yaşar Doğu Turnuvası,"2012 Yaşar Doğu Güreş Turnuvası, 10-12 Şubat 2012 tarihleri arasında Türkiye'nin Ankara kentinde  düzelenen bir güreş yarışmasıdır.[1] 2012 yılında 40'ıncısı düzenlenen Uluslararası Yaşar Doğu Güreş Turnuvası Ankara Atatürk Spor Kompleksinde gerçekleştirildi.[2]"
Spor,2012 Yaz Olimpiyatları'nda Türkiye,"2012 Yaz Olimpiyatları'nda, Türkiye adına 16 dalda 114 sporcuyla yarıştı. Aynı zamanda Türkiye, bu oyunlara tarihindeki en yüksek kadın ve toplam sporcu sayısıyla katılmıştır. Türkiye, 2012 Yaz Olimpiyatları'nda katıldığı sporcu sayısını en çok arttıran 8. ülke oldu.[1]"
Spor,2012-13 Türkiye Bayanlar Voleybol Ligi,"Acıbadem Bayanlar Voleybol Ligi 2012-13 sezonu, Sultanlar Ligi'nin 29. sezonudur. Dört şehirden (İstanbul, Ankara, Konya ve Bursa) 12 takımın katıldığı lig, deplasmanlı normal lig + Play-Off usulüne göre oynandı. Play-Off finalinde Eczacıbaşı Vitra takımını 3-0 yenen Vakıfbank ligin şampiyonu olurken, ligi son iki sırada tamamlayan IBA Kimya TED Kolejliler ve Nilüfer Belediyesi ligden düşmüştür."
Spor,2012-13 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 2012-13 sezonu, Efeler Ligi'nin 43. sezonudur. Altı şehirden (İstanbul, Ankara, İzmir, Gümüşhane, Sivas ve Bursa) 12 takımın katıldığı lig, deplasmanlı lig + playoff sistemiyle oynanmıştır.

Ligi Play-Off finalinde Halkbank'ı 3-1 yenen Arkasspor şampiyon tamamlarken, ligin son 2 sırasında yer alan 4 Eylül Belediye ve Yenişehir Belediye ligden düşmüştür.

Lig, Acıbadem'in sporsorluğunda oynanadığı için “Acıbadem Erkekler 1. Ligi” adıyla anılmıştır."
Spor,2013 Akdeniz Oyunları,"2013 Akdeniz Oyunları, resmî adıyla XVII. Akdeniz Oyunları Uluslararası Akdeniz Oyunları Komitesi (UAOK) tarafından idare edilen Akdeniz Oyunları geleneğinde yapılan uluslararası bir çok sporlu etkinliktir. UAOK 23 Şubat 2011 günü yapılan oylama sonucu 17.'si düzenlenecek olan oyunların Türkiye'nin Mersin kentinde yapılacağını duyurdu.[1] Müsabakaların 20-30 Haziran günleri arasında yapılması planlandı. Mersin Türkiye'de İzmir'den sonra Akdeniz Oyunları düzenlenen ikinci kenttir. UAOK'nin 24 üye ülkesinin hepsi oyunlara katıldılar. Oyunların resmî programında 27 farklı spor dalı  yer aldı. Türkiye, sporcu sayısında 430 sporcuyla birinci, İtalya 421 sporcuyla ikinci, Fransa 258 sporcuyla üçüncü sırada katılımda bulunmuştur. İç savaşın sürdüğü Suriye, 9 sporcuyla en az sporcuyla katılan ülke oldu. Oyunlar için 500 milyon TL'lik yatırım yapıldı.[2][3]"
Spor,2013-14 Türkiye Bayanlar Voleybol Ligi,"Acıbadem Bayanlar Voleybol Ligi 2013-14 sezonu, Sultanlar Ligi'nin 30. sezonudur. Beş şehirden (İstanbul, Ankara, Konya, Bursa ve Çanakkale) 12 takımın katıldığı lig, deplasmanlı normal lig + Play-Off usulüne göre oynandı. Play-Off finalinde Fenerbahçe takımını 3-1 yenen Vakıfbank ligin şampiyonu olurken, baraj maçları sonunda ligi son iki sırada tamamlayan Ereğli Belediyesi ve Halkbank ligden düşmüştür."
Spor,2013-14 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 2013-14 sezonu, Efeler Ligi'nin 44. sezonudur. Altı şehirden (İstanbul, Ankara, İzmir, Gümüşhane, Tokat ve Bursa) 12 takımın katıldığı lig, deplasmanlı lig + playoff sistemiyle oynanmıştır.

Ligi Play-Off finalinde Fenerbahçe Grundig'i 3-1 yenen Halkbank şampiyon tamamlarken, ligin son 2 sırasında yer alan Tokat Belediye Plevnespor ve Çankaya Belediyesi ligden düşmüştür.

Lig, Acıbadem'in sporsorluğunda oynanadığı için “Acıbadem Erkekler 1.Ligi” adıyla anılmıştır."
Spor,652. Kırkpınar Yağlı Güreşleri,"652. Kırkpınar Yağlı Güreşleri, 2013 yılında Edirne'de gerçekleşti. Başpehlivanlığı İsmail Balaban kazandı.[1] Diğer sonuçlar -boy sırasında- şu şekilde gerçekleşti:[1](Finalde İsmail Balaban'ı yenen Ali Gürbüz doping nedeniyle diskalifiye edildi.)"
Spor,2013 Akdeniz Oyunları'nda Türkiye,"Türkiye, 20-30 Haziran tarihleri arasında Mersin'de düzenenlen 2013 Akdeniz Oyunları'na ev sahipliği yaptı. 261'i erkek, 167'si kadın toplam 428 Türk sporcu oyunlarda yer aldı."
Spor,2012-13 Süper Lig (buz hokeyi),"2012-13 Süper Lig, Süper Lig'in 21. sezonudur. Yedi takımın katıldığı ligde sezonun şampiyonu Başkent Yıldızları oldu."
Spor,2013-14 Süper Lig (buz hokeyi),"2013-14 Süper Lig, Süper Lig'in 22. sezonudur. Dört takımın katıldığı ligde sezonun şampiyonu İzmir Büyükşehir Belediyespor oldu.[1][2]"
Spor,2013 Cumhurbaşkanlığı Türkiye Bisiklet Turu,"2013 Cumhurbaşkanlığı Türkiye Bisiklet Turu, 21-28 Nisan 2013 tarihleri arasında Türkiye'de, 49.su düzenlenen çok etaplı yol bisikleti yarışı organizasyonu."
Spor,2013 Dünya Okçuluk Şampiyonası,"2013 Dünya Okçuluk Şampiyonası, 29 Eylül-6 Ekim 2013 tarihleri arasında Dünya Okçuluk Federasyonu (FITA) tarafından Türkiye'nin Antalya kentinde düzenlenmiştir.[1] Eleme turları yakındaki Papillon Spor Merkezi'nde, madalya maçları ise 5-6 Ekim tarihlerinde Belek sahilinde gerçekleşti.[2]"
Spor,Fenerbahçe (erkek voleybol takımı) 2012-13 sezonu,Fenerbahçe Voleybol Takımı 2012-13 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etti.
Spor,Fenerbahçe (erkek voleybol takımı) 2013-14 sezonu,Fenerbahçe Voleybol Takımı 2013-14 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe Masa Tenisi Şubesi 2012-13 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2012-13 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe Masa Tenisi Şubesi 2013-14 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2013-14 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiştir.
Spor,2013 İslami Dayanışma Oyunları'nda Türkiye,"Türkiye, 18 Eylül-1 Ekim 2013 tarihleri arasında Endonezya'nın Palembang kentinde düzenlenen 2013 İslami Dayanışma Oyunları'na katılmıştır.[1][2][3]"
Spor,2013 Vehbi Emre Turnuvası,"2013 Vehbi Emre Turnuvası, 02-03 Şubat 2013 tarihleri arasında İstanbul'da düzenlenen bir güreş etkinliğidir. 2013 yılında 31’incisi düzenlenen Uluslararası Vehbi Emre Güreş Turnuvası İstanbul Ahmet Cömert Spor Salonunda gerçekleştirildi.[1][2][3]"
Spor,2013 Yaşar Doğu Turnuvası,"2013 Yaşar Doğu Güreş Turnuvası, 09-10 Şubat 2013 tarihleri arasında Türkiye'nin Ankara kentinde  düzelenen bir güreş yarışmasıdır. 2013 yılında 41'incisi düzenlenen Uluslararası Yaşar Doğu Güreş Turnuvası Ankara Atatürk Spor Kompleksinde gerçekleştirildi.[1][2]"
Spor,2013-14 Türkiye Bayanlar Voleybol Ligi,"Acıbadem Bayanlar Voleybol Ligi 2013-14 sezonu, Sultanlar Ligi'nin 30. sezonudur. Beş şehirden (İstanbul, Ankara, Konya, Bursa ve Çanakkale) 12 takımın katıldığı lig, deplasmanlı normal lig + Play-Off usulüne göre oynandı. Play-Off finalinde Fenerbahçe takımını 3-1 yenen Vakıfbank ligin şampiyonu olurken, baraj maçları sonunda ligi son iki sırada tamamlayan Ereğli Belediyesi ve Halkbank ligden düşmüştür."
Spor,2013-14 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 2013-14 sezonu, Efeler Ligi'nin 44. sezonudur. Altı şehirden (İstanbul, Ankara, İzmir, Gümüşhane, Tokat ve Bursa) 12 takımın katıldığı lig, deplasmanlı lig + playoff sistemiyle oynanmıştır.

Ligi Play-Off finalinde Fenerbahçe Grundig'i 3-1 yenen Halkbank şampiyon tamamlarken, ligin son 2 sırasında yer alan Tokat Belediye Plevnespor ve Çankaya Belediyesi ligden düşmüştür.

Lig, Acıbadem'in sporsorluğunda oynanadığı için “Acıbadem Erkekler 1.Ligi” adıyla anılmıştır."
Spor,2014-15 Türkiye Bayanlar Voleybol Ligi,"Türkiye Bayanlar Voleybol Ligi 2014-15 sezonu, Sultanlar Ligi'nin 31. sezonudur. Beş şehirden (İstanbul, Ankara, Bursa, Çanakkale ve Trabzon) 12 takımın katıldığı lig, deplasmanlı normal lig + Final grubu usulüne göre oynandı. Final grubu maçlarında 14 puan toplayan Fenerbahçe ligin şampiyonu olurken, baraj maçları sonunda ligi son iki sırada tamamlayan Bakırköy Belediyesi Yeşilyurt ve Beşiktaş ligden düşmüştür."
Spor,2014-15 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 2014-15 sezonu, Efeler Ligi'nin 45. sezonudur. Yedi şehirden (İstanbul, Ankara, İzmir, Gümüşhane, Bursa, Gaziantep ve Erzurum) 12 takımın katıldığı lig, deplasmanlı lig + final grubu sistemiyle oynanmıştır.

Ligi Final Grubu'nda 15 puan toplayan Arkasspor şampiyon tamamlarken, ligin son 2 sırasında yer alan Palandöken Belediyesi ve Torul Gençlik ligden düşmüştür."
Spor,653. Kırkpınar Yağlı Güreşleri,"653. Kırkpınar Yağlı Güreşleri, 2014 yılında Edirne'de Sarayiçi Er Meydanı'nda gerçekleştirildi.[1] 653. Tarihi Kırkpınar Yağlı Güreşleri'nde başpehlivanlığı, finalde rakibi İsmail Balaban'ı yenen Fatih Atlı kazandı.[2]"
Spor,2013-14 Süper Lig (buz hokeyi),"2013-14 Süper Lig, Süper Lig'in 22. sezonudur. Dört takımın katıldığı ligde sezonun şampiyonu İzmir Büyükşehir Belediyespor oldu.[1][2]"
Spor,2014-15 Süper Lig (buz hokeyi),"2014-15 Süper Lig, Süper Lig'in 23. sezonudur. Dört takımın katıldığı ligde sezonun şampiyonu Zeytinburnu Belediyespor oldu."
Spor,2014 Cumhurbaşkanlığı Türkiye Bisiklet Turu,"2014 Cumhurbaşkanlığı Türkiye Bisiklet Turu, 27 Nisan-04 Mayıs 2014 tarihleri arasında Türkiye'de düzenlenen, Cumhurbaşkanlığı Türkiye Bisiklet Turu'nun 50.si olan çok etaplı yol bisikleti yarışıdır. Genel klasman liderliğini alarak Turkuaz mayonun sahibi Britanyalı bisikletçi Adam Yates, puan klasmanı lideri diğer bir Büyük Britanyalı bisikletçi Mark Cavendish olmuştur.[2]"
Spor,2014-15 Türkiye Erkekler Hentbol Süper Ligi,2014-15 Türkiye Erkekler Hentbol Süper Ligi Türkiye hentbolunun en yüksek ligi olan Türkiye Erkekler Hentbol Süper Ligi'nin 38. sezonu.
Spor,Fenerbahçe (erkek voleybol takımı) 2013-14 sezonu,Fenerbahçe Voleybol Takımı 2013-14 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe (erkek voleybol takımı) 2014-15 sezonu,Fenerbahçe Voleybol Takımı 2014-15 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etti. Normal sezonu dördüncü bitiren Sarı Kanaryalar play-off çeyrek finalinde elendi. Klasman maçlarında son sırada kalan Fenerbahçe bu sonuçla ligi sekizinci olarak bitirmiş oldu ve müteakip sezon Avrupa Kupalarında mücadele etmeye hak kazanamadı.
Spor,Fenerbahçe Masa Tenisi Şubesi 2013-14 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2013-14 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe Masa Tenisi Şubesi 2014-15 sezonu,"Fenerbahçe Masa Tenisi Şubesi erkek takımı 2014-15 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiş, Türkiye Masatenisi Şampiyonası'nda tarihindeki 10. şampiyonluğunu kazanmıştır."
Spor,2014 FIBA Kadınlar Basketbol Dünya Kupası,"2014 Dünya Kadınlar Basketbol Şampiyonası, 27 Eylül - 5 Ekim 2014 tarihleri arasında Türkiye'de düzenlenen Uluslararası Basketbol Federasyonu (FIBA) ve Türkiye Basketbol Federasyonu tarafından gerçekleştirilen kadınlar basketbol turnuvasıdır."
Spor,2014-15 Kadınlar Ligi (buz hokeyi),"2014-15 Kadınlar Ligi, Kadınlar Ligi'nin dokuzuncu sezonudur. Beş takımın katıldığı ligde sezonun şampiyonu Narmanspor oldu."
Spor,2014 Kış Olimpiyatları'nda Türkiye,"Türkiye Millî Olimpiyat Komitesi, Soçi, Rusya'da yapılan 2014 Kış Olimpiyatlarına altı sporcu[1] ile katıldı."
Spor,2014 Vehbi Emre & Hamit Kaplan Turnuvası,"2014 Vehbi Emre Turnuvası, 01-02 Şubat 2014 tarihleri arasında İstanbul'da düzenlenen bir güreş etkinliğidir. 2014 yılında 32'incisi düzenlenen Uluslararası Vehbi Emre Güreş Turnuvası İstanbul Ahmet Cömert Spor Salonunda gerçekleştirildi.[1][2]"
Spor,2014 Yaşar Doğu Turnuvası,"2014 Yaşar Doğu Güreş Turnuvası, 15-16 Şubat 2014 tarihleri arasında Türkiye'nin İstanbul kentinde  düzelenen bir güreş yarışmasıdır. 2014 yılında 42’incisi düzenlenen Uluslararası Yaşar Doğu Güreş Turnuvası İstanbul Ahmet Cömert Spor Salonunda gerçekleştirildi.[1][2]"
Spor,2014-15 Türkiye Bayanlar Voleybol Ligi,"Türkiye Bayanlar Voleybol Ligi 2014-15 sezonu, Sultanlar Ligi'nin 31. sezonudur. Beş şehirden (İstanbul, Ankara, Bursa, Çanakkale ve Trabzon) 12 takımın katıldığı lig, deplasmanlı normal lig + Final grubu usulüne göre oynandı. Final grubu maçlarında 14 puan toplayan Fenerbahçe ligin şampiyonu olurken, baraj maçları sonunda ligi son iki sırada tamamlayan Bakırköy Belediyesi Yeşilyurt ve Beşiktaş ligden düşmüştür."
Spor,2014-15 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 2014-15 sezonu, Efeler Ligi'nin 45. sezonudur. Yedi şehirden (İstanbul, Ankara, İzmir, Gümüşhane, Bursa, Gaziantep ve Erzurum) 12 takımın katıldığı lig, deplasmanlı lig + final grubu sistemiyle oynanmıştır.

Ligi Final Grubu'nda 15 puan toplayan Arkasspor şampiyon tamamlarken, ligin son 2 sırasında yer alan Palandöken Belediyesi ve Torul Gençlik ligden düşmüştür."
Spor,2015-16 Türkiye Bayanlar Voleybol 1. Ligi,"Türkiye Bayanlar Voleybol Ligi 2015-16 sezonu, Sultanlar Ligi'nin 32. sezonudur. Altı şehirden (İstanbul, Ankara, Bursa, Çanakkale, Trabzon ve Manisa) 12 takımın katıldığı lig, deplasmanlı normal lig + Final grubu usulüne göre oynandı. Final grubu maçlarında 16 puan toplayan Vakıfbank ligin şampiyonu olurken, baraj maçları sonunda ligi son iki sırada tamamlayan Salihli Belediyesi ve İlbank ligden düşmüştür."
