category,title,content
Spor,1998-99 Türkiye Buz Hokeyi Ligi,"1998-99 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin yedinci sezonudur. Sekiz takımın katıldığı ligde sezonun şampiyonu Gümüş Patenler oldu."
Spor,1999-00 Türkiye Buz Hokeyi Ligi,"1999-00 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin sekizinci sezonudur. Sekiz takımın katıldığı ligde sezonun şampiyonu Büyükşehir Belediye Ankaraspor oldu."
Spor,1999 Dünya Güreş Şampiyonası,"1999 Dünya Güreş Şampiyonası, serbest ve grekoromen stil kategorilerinde 36. defa düzenlenen organizasyondur. Müsabakalara ev sahipliğini 7-10 Ekim tarihleri arasında serbest stil müsabakaları için Türkiye'nin Ankara kenti, kadınlar serbest stil müsabakaları için 10-12 Eylül tarihleri arasında İsveç'in Boden kenti ve 23-26 Eylül tarihleri arasında erkekler grekoromen stil müsabakaları için Yunanistan'ın Pire kenti yapmıştır."
Spor,1998-99 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 1998-99 sezonu, Efeler Ligi'nin 29. sezonudur. Dört şehirden (İstanbul, Ankara, Aydın ve Bursa) 15 takımın katıldığı lig, deplasmanlı lig + play-off sistemiyle oynanmıştır.

Ligi Play-Off serisinde Arçelik'i 4-3 yenen Netaş şampiyon tamamlarken, ligi son sırada tamamlayan Petrolofisi ve baraj maçları sonunda ilk 2 sıraya giremeyen Beşiktaş ligden düşmüştür."
Spor,1999-2000 Türkiye Erkekler Voleybol Ligi,"Türkiye Deplasmanlı Erkekler Voleybol Ligi 1999-00 sezonu, Efeler Ligi'nin 30. sezonudur. Dört şehirden (İstanbul, Ankara, Bursa ve Zonguldak) 15 takımın katıldığı lig, deplasmanlı lig + play-off sistemiyle oynanmıştır.

Ligi Play-Off serisinde Erdemirspor'u 4-0 yenen Arçelik şampiyon tamamlarken, ligi son sırada tamamlayan Maltepespor ve baraj maçları sonunda ilk 2 sıraya giremeyen Altınyurt ligden düşmüştür."
Spor,Fenerbahçe (basketbol takımı) 1998-99 sezonu,Fenerbahçe (basketbol takımı) 1998-99 sezonunda NBA Ligindeki lokavt nedeniyle bu ligden yıldız oyuncular transfer ederek Türkiye Basketbol Ligi'ne girdi. Ligi dördüncü sırada bitiren takım play-off yarı finalinde pahalı bir kadro kurmuş olan Tofaş SAS'a 2. maçta kritik faul atışları kaçırarak 3-1 ile elendi.
Spor,Fenerbahçe Boks Şubesi 1998-99 sezonu,Fenerbahçe Boks Şubesi 1998-99 sezonuna İstanbul Ferdi Boks Şampiyonası'nda şampiyon olarak başladı. Türkiye Ferdi Boks Şampiyonası'nda şampiyon olan sarı-lacivertliler Türkiye Kulüplerarası Boks Şampiyonası'nda aynı başarıya ulaşarak müteakip sezon Avrupa Şampiyon Kulüpler Kupasında mücadele etme hakkı kazandı.
Spor,Fenerbahçe Boks Şubesi 1999-2000 sezonu,"Fenerbahçe Boks Şubesi 1999-2000 sezonunda Avrupa Şampiyon Kulüpler Kupasında ikinci oldu. Türkiye Ferdi Boks Şampiyonası'nda 1 altın ve 5 gümüş madalya aldı, 2000 Yaz Olimpiyatları'nda altı kişilik ulusal takıma dört boksör verdi."
Spor,Fenerbahçe Masa Tenisi Şubesi 1998-99 sezonu,"Fenerbahçe Masa Tenisi Şubesi erkek takımı 1998-99 sezonunda Türkiye Birinci Ligi'nde şampiyon olarak (7 sezon aradan sonra) Süper Lig'e yükseldi. Kadın takımı ise Süper Lig'de ilk kez, Türkiye Masatenisi Şampiyonası'nda ise ikinci kez şampiyon oldu."
Spor,1999 Yaşar Doğu Turnuvası,"1999 Yaşar Doğu Güreş Turnuvası, 12-14 Şubat 1999 tarihleri arasında Türkiye'nin Ankara kentinde düzelenen bir güreş yarışmasıdır. 1999 yılında 27'incisi düzenlenmiştir.[1][2][3]"
Spor,2000 Avrupa Okçuluk Şampiyonası,"2000 Avrupa Okçuluk Şampiyonası, 15-20 Haziran 2000 tarihleri arasında Türkiye'nin Antalya kentinde düzenlendi.[1]"
Spor,1999-2000 Türkiye Basketbol Ligi,"TBL 1999-2000 sezonu, Türkiye Basketbol Ligi'nin 34. sezonu olan 1999 - 2000 yılındaki sonuçları ve istatistikleri göstermektedir. Final serisinde Anadolu Efesi 4-1 ile geçen TOFAŞ ikinci kez şampiyon oldu."
Spor,2000-01 Türkiye Basketbol Ligi,"TBL 2000-2001 sezonu, Türkiye Basketbol Ligi'nin 35. sezonu olan 2000-2001 yılındaki sonuçları ve istatistikleri göstermektedir."
Spor,1999-00 Türkiye Buz Hokeyi Ligi,"1999-00 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin sekizinci sezonudur. Sekiz takımın katıldığı ligde sezonun şampiyonu Büyükşehir Belediye Ankaraspor oldu."
Spor,2000-01 Türkiye Buz Hokeyi Ligi,"2000-01 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin dokuzuncu sezonudur. 10 takımın katıldığı ligde sezonun şampiyonu Polis Akademisi ve Koleji oldu."
Spor,Fenerbahçe (basketbol takımı) 2000-01 sezonu,Fenerbahçe (basketbol takımı) 2000-01 sezonuna bir yıl önce gençleştirilen kadrosuna takviyeler yaparak girdi. Sezona iyi bir başlangıç yapan sarı-lacivertli takım daha sonra formunu sürdüremedi ve ligi beşinci sırada bitirdi. Takım play-off çeyrek finalinde bir yıl önceki gibi Türk Telekom'a 3-2 ile elendi.
Spor,Fenerbahçe Boks Şubesi 1999-2000 sezonu,"Fenerbahçe Boks Şubesi 1999-2000 sezonunda Avrupa Şampiyon Kulüpler Kupasında ikinci oldu. Türkiye Ferdi Boks Şampiyonası'nda 1 altın ve 5 gümüş madalya aldı, 2000 Yaz Olimpiyatları'nda altı kişilik ulusal takıma dört boksör verdi."
Spor,Fenerbahçe Boks Şubesi 2000-01 sezonu,"Fenerbahçe Boks Şubesi 2000-01 sezonunda Türkiye Ferdi Boks Şampiyonası'nda bir yıl aradan sonra şampiyon olurken, Türkiye Kulüplerarası Boks Şampiyonası'nda ikinci oldu."
Spor,2000 Yaşar Doğu Turnuvası,"2000 Yaşar Doğu Güreş Turnuvası, 6-7 Mayıs 2000 tarihleri arasında Türkiye'nin Ankara kentinde düzelenen bir güreş yarışmasıdır. 2000 yılında 28'incisi düzenlenmiştir.[1][2]"
Spor,2000 Yaz Olimpiyatları'nda Türkiye,Türkiye 2000 Yaz Olimpiyatları'nda mücadele etmiştir. Avustralya'nın Sidney kentindeki organizasyona 59 sporcu göndermiş olup Türk sporcular 3 altın ve 2 bronz madalya kazanmıştır.[1][2]
Spor,2001 Akdeniz Oyunları'nda Türkiye,"Türkiye 2-15 Eylül tarihleri arasında Tunus'ta düzenlenen 2001 Akdeniz Oyunları'na katıldı. Oyunlarda mücadele eden 261 Türk sporcu, 33'ü altın toplam 61 madalya ile, madalya sıralamasının üçüncü basamağında yer aldı."
Spor,2001 Avrupa Basketbol Şampiyonası,"2001 Avrupa Basketbol Şampiyonası (EuroBasket 2001), FIBA tarafından 32.si düzenlenen Avrupa ülkelerinin katıldığı basketbol turnuvasıdır. EuroBasket 2001 31 Ağustos - 9 Eylül 2001 tariheri arasında Türkiye'de düzenlenmiştir. Altın madalyayı Yugoslavya, gümüş madalyayı ev sahibi Türkiye ve bronz madalyayı İspanya kazanmıştır. Yugoslavya'dan Predrag Stojaković turnuvanın En Değerli Oyuncusu seçilmiştir.
Turnuvanın son karşılaşmasında Yugoslavya Türkiye'yi 78-69 yenmiştir. Bu karşılaşmada Vlado Šćepanović 19 sayı, Dejan Bodiroga 18 sayı ve Stojaković 15 sayı kaydetmiştir. Türkiye'den ise İbrahim Kutluay 19 sayı kaydetmiştir."
Spor,2000-01 Türkiye Basketbol Ligi,"TBL 2000-2001 sezonu, Türkiye Basketbol Ligi'nin 35. sezonu olan 2000-2001 yılındaki sonuçları ve istatistikleri göstermektedir."
Spor,2001-02 Türkiye Basketbol Ligi,"TBL 2001-2002 sezonu, Türkiye Basketbol Ligi'nin 36. sezonu olan 2001-2002 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2000-01 Türkiye Buz Hokeyi Ligi,"2000-01 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin dokuzuncu sezonudur. 10 takımın katıldığı ligde sezonun şampiyonu Polis Akademisi ve Koleji oldu."
Spor,2001-02 Türkiye Buz Hokeyi Ligi,"2001-02 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin 10. sezonudur. Dokuz takımın katıldığı ligde sezonun şampiyonu Büyükşehir Belediye Ankaraspor oldu."
Spor,Fenerbahçe (basketbol takımı) 2000-01 sezonu,Fenerbahçe (basketbol takımı) 2000-01 sezonuna bir yıl önce gençleştirilen kadrosuna takviyeler yaparak girdi. Sezona iyi bir başlangıç yapan sarı-lacivertli takım daha sonra formunu sürdüremedi ve ligi beşinci sırada bitirdi. Takım play-off çeyrek finalinde bir yıl önceki gibi Türk Telekom'a 3-2 ile elendi.
Spor,Fenerbahçe (erkek voleybol takımı) 2001-02 sezonu,Fenerbahçe Voleybol Takımı 2001-02 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe Boks Şubesi 2000-01 sezonu,"Fenerbahçe Boks Şubesi 2000-01 sezonunda Türkiye Ferdi Boks Şampiyonası'nda bir yıl aradan sonra şampiyon olurken, Türkiye Kulüplerarası Boks Şampiyonası'nda ikinci oldu."
Spor,Fenerbahçe Boks Şubesi 2001-02 sezonu,Fenerbahçe Boks Şubesi 2001-02 sezonunda 2001 yılında soydaş sporcularının hepsiyle yollarını ayırdı ve özkaynaklarına dönerek gençleşme dönemine girdi. Buna karşılık rakipleri karşısındaki üstünlüğü sürdüren sarı-lacivertli takım Türkiye Ferdi Boks Şampiyonası'nda şampiyonluğunu korudu.
Spor,2001 Yaşar Doğu Turnuvası,"2001 Yaşar Doğu Güreş Turnuvası, 2-3 Mart 2001 tarihleri arasında Türkiye'nin Ankara kentinde düzelenen bir güreş yarışmasıdır. 2001 yılında 29'uncusu düzenlenmiştir.[1][2]"
Spor,2002 Avrupa Salon Okçuluk Şampiyonası,"2002 Avrupa Salon Okçuluk Şampiyonası, 13-17 Mart 2002 tarihleri arasında Türkiye'nin Ankara kentinde 8.kez düzenlenmiştir.[1][2]"
Spor,2002 Avrupa Halter Şampiyonası,"2002 Avrupa Halter Şampiyonası, Türkiye'nin Antalya şehrinde düzenlenen turnuva."
Spor,2001-02 Türkiye Basketbol Ligi,"TBL 2001-2002 sezonu, Türkiye Basketbol Ligi'nin 36. sezonu olan 2001-2002 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2002-03 Türkiye Basketbol Ligi,"TBL 2002-2003 sezonu, Türkiye Basketbol Ligi'nin 37. sezonu olan 2002-2003 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2002 Dünya Kadınlar Boks Şampiyonası,"2002 Kadınlar Dünya Amatör Boks Şampiyonası, 21-27 Ekim 2002 tarihleri arasında Türkiye'nin Antalya kentinde ikinci kez gerçekleştirilmiştir.[1]"
Spor,2001-02 Türkiye Buz Hokeyi Ligi,"2001-02 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin 10. sezonudur. Dokuz takımın katıldığı ligde sezonun şampiyonu Büyükşehir Belediye Ankaraspor oldu."
Spor,2002-03 Türkiye Buz Hokeyi Ligi,"2002-03 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin 11. sezonudur. Beş takımın katıldığı ligde sezonun şampiyonu Büyükşehir Belediye Ankaraspor oldu."
Spor,Fenerbahçe (erkek voleybol takımı) 2001-02 sezonu,Fenerbahçe Voleybol Takımı 2001-02 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe (erkek voleybol takımı) 2002-03 sezonu,Fenerbahçe Voleybol Takımı 2002-03 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe Boks Şubesi 2001-02 sezonu,Fenerbahçe Boks Şubesi 2001-02 sezonunda 2001 yılında soydaş sporcularının hepsiyle yollarını ayırdı ve özkaynaklarına dönerek gençleşme dönemine girdi. Buna karşılık rakipleri karşısındaki üstünlüğü sürdüren sarı-lacivertli takım Türkiye Ferdi Boks Şampiyonası'nda şampiyonluğunu korudu.
Spor,Fenerbahçe Boks Şubesi 2002-03 sezonu,"Fenerbahçe Boks Şubesi 2002-03 sezonunda gençleşmiş kadrosuyla mücadele etti. Türkiye Ferdi Boks Şampiyonası'nda 1983'ten beri 20 yıldır sürdürdüğü üstünlüğü kaybeden sarı-lacivertli takım altyapıda başarılı sonuçlar aldı. Genç takım Türkiye şampiyonu olurken, bu dönemde yetişen sporcular 2004 yılından sonra kazanılan ulusal ve uluslararası başarıların dayanağı oldular."
Spor,2002 Kış Olimpiyatları'nda Türkiye,2002 Kış Olimpiyatları'na Türkiye 3 sporcu ile katılmış ve madalya kazanamamıştır.
Spor,2002-03 Türkiye Basketbol Ligi,"TBL 2002-2003 sezonu, Türkiye Basketbol Ligi'nin 37. sezonu olan 2002-2003 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2003-04 Türkiye Basketbol Ligi,"TBL 2003-2004 sezonu, Türkiye Basketbol Ligi'nin 38. sezonu olan 2003-2004 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2002-03 Türkiye Buz Hokeyi Ligi,"2002-03 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin 11. sezonudur. Beş takımın katıldığı ligde sezonun şampiyonu Büyükşehir Belediye Ankaraspor oldu."
Spor,2003-04 Türkiye Buz Hokeyi Ligi,"2003-04 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin 12. sezonudur. Sekiz takımın katıldığı ligde sezonun şampiyonu Polis Akademisi ve Koleji oldu."
Spor,2003 Dünya Gençler Güreş Şampiyonası,2003 Dünya Gençler Güreş Şampiyonası (U20) Türkiye'nin İstanbul kentinde 25-31 Ağustos 2003 tarihleri arasında 28.Dünya Gençler Güreş Şampiyonası olarak düzenlendi.[1][2][3][4][5][6]
Spor,Fenerbahçe (erkek voleybol takımı) 2002-03 sezonu,Fenerbahçe Voleybol Takımı 2002-03 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe (erkek voleybol takımı) 2003-04 sezonu,"Erkek takımı yıllar sonra ilk kez iddialı girdiği Türkiye Erkekler Voleybol Ligi'nde 30 maçta 21 galibiyetle 64 puan topladı ve 74/42'lik set averajı yakaladı. Normal sezonu dördüncü tamamlayan Fenerbahçe final grubuna kaldı. Takım, Adana ayağında ilk iki maçı kazanarak şampiyonluğa ortak oldu. 14-16 Nisan 2004'te Gaziantep'te düzenlenen ikinci ayak maçlarının ilk müsabakasında normal sezonu lider bitiren Halkbank'a 3-0 yenilerek iddiasını kaybettiyse de, Ziraat Bankası'nı yenerek ikincilik iddiasını güçlendirdi. 16 Nisan 2004 tarihinde şampiyonluğunu ilan etmiş bulunan Erdemirspor'a 3-2 yenilse de 9 puanla şampiyonun beş puan gerisinde Türkiye ikinciliğine ulaştı.[1] Final grubundaki 6 maçta 3 galibiyet alan Fenerbahçe 13/13'lük set averajı yakaladı."
Spor,Fenerbahçe Boks Şubesi 2002-03 sezonu,"Fenerbahçe Boks Şubesi 2002-03 sezonunda gençleşmiş kadrosuyla mücadele etti. Türkiye Ferdi Boks Şampiyonası'nda 1983'ten beri 20 yıldır sürdürdüğü üstünlüğü kaybeden sarı-lacivertli takım altyapıda başarılı sonuçlar aldı. Genç takım Türkiye şampiyonu olurken, bu dönemde yetişen sporcular 2004 yılından sonra kazanılan ulusal ve uluslararası başarıların dayanağı oldular."
Spor,Fenerbahçe Boks Şubesi 2003-04 sezonu,Fenerbahçe Boks Şubesi 2003-04 sezonunda iki yıl önce gençleştirdiği kadronun meyvelerini toplamaya başladı. Türkiye Ferdi Boks Şampiyonası'nda 3 altın madalyayla Tekel ve Trabzon Belediyesi'nin ardından Türkiye üçüncüsü oldu.
Spor,Fenerbahçe Masa Tenisi Şubesi 2003-04 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2003-04 sezonunda Türkiye Birinci Ligi'nde kadın takımı ise Süper Lig'de mücadele etmiştir.
Spor,2003 Yaşar Doğu Turnuvası,"2003 Yaşar Doğu Güreş Turnuvası, 28 Şubat-2 Mart 2003 tarihleri arasında Türkiye'nin Ankara kentinde düzelenen bir güreş yarışmasıdır. 2003 yılında 31'incisi düzenlenmiştir.[1][2]"
Spor,2003-04 Türkiye Basketbol Ligi,"TBL 2003-2004 sezonu, Türkiye Basketbol Ligi'nin 38. sezonu olan 2003-2004 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2004-05 Türkiye Basketbol Ligi,"TBL 2004-2005 sezonu, Türkiye Basketbol Ligi'nin 39. sezonu olan 2004-2005 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2003-04 Türkiye Buz Hokeyi Ligi,"2003-04 Türkiye Buz Hokeyi Ligi, Türkiye Buz Hokeyi Ligi'nin 12. sezonudur. Sekiz takımın katıldığı ligde sezonun şampiyonu Polis Akademisi ve Koleji oldu."
Spor,2004-05 Türkiye Buz Hokeyi Ligi,2004-05 sezonu playoff maçları sonucunda Polis Akademisi ve Koleji takımı sezonu şampiyon olarak tamamlamıştır. Bu sonucun ardından IIHF Continental Cup'ta Türkiye'yi temsil etmeye hak kazanmıştır.
Spor,Fenerbahçe (erkek voleybol takımı) 2003-04 sezonu,"Erkek takımı yıllar sonra ilk kez iddialı girdiği Türkiye Erkekler Voleybol Ligi'nde 30 maçta 21 galibiyetle 64 puan topladı ve 74/42'lik set averajı yakaladı. Normal sezonu dördüncü tamamlayan Fenerbahçe final grubuna kaldı. Takım, Adana ayağında ilk iki maçı kazanarak şampiyonluğa ortak oldu. 14-16 Nisan 2004'te Gaziantep'te düzenlenen ikinci ayak maçlarının ilk müsabakasında normal sezonu lider bitiren Halkbank'a 3-0 yenilerek iddiasını kaybettiyse de, Ziraat Bankası'nı yenerek ikincilik iddiasını güçlendirdi. 16 Nisan 2004 tarihinde şampiyonluğunu ilan etmiş bulunan Erdemirspor'a 3-2 yenilse de 9 puanla şampiyonun beş puan gerisinde Türkiye ikinciliğine ulaştı.[1] Final grubundaki 6 maçta 3 galibiyet alan Fenerbahçe 13/13'lük set averajı yakaladı."
Spor,Fenerbahçe (erkek voleybol takımı) 2004-05 sezonu,Fenerbahçe Voleybol Takımı 2004-05 sezonunda Türkiye Erkekler Voleybol Ligi'nde mücadele etmiştir.
Spor,Fenerbahçe Boks Şubesi 2003-04 sezonu,Fenerbahçe Boks Şubesi 2003-04 sezonunda iki yıl önce gençleştirdiği kadronun meyvelerini toplamaya başladı. Türkiye Ferdi Boks Şampiyonası'nda 3 altın madalyayla Tekel ve Trabzon Belediyesi'nin ardından Türkiye üçüncüsü oldu.
Spor,Fenerbahçe Boks Şubesi 2004-05 sezonu,Fenerbahçe Boks Şubesi 2004-05 sezonunda Türkiye'deki lider konumuna tekrar kavuştu ve önce altı sezon aradan sonra Türkiye Kulüplerarası Boks Şampiyonası'nda yedinci kez şampiyonluğa ulaştı. Ardından Türkiye Ferdi Boks Şampiyonası'nda da ilk sırayı alarak çifte Türkiye şampiyonluğuyla sezonu kapattı.
Spor,Fenerbahçe Masa Tenisi Şubesi 2003-04 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2003-04 sezonunda Türkiye Birinci Ligi'nde kadın takımı ise Süper Lig'de mücadele etmiştir.
Spor,Fenerbahçe Masa Tenisi Şubesi 2004-05 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2004-05 sezonunda Türkiye Birinci Ligi'nde kadın takımı ise Süper Lig'de mücadele etmiştir. Erkek takımı namağlup şampiyon olarak bir sezon aradan sonra tekrar Süper Lig'e yükseldi. Türkiye Masatenisi Şampiyonası'nda ise hem erkek hem de kadın takımı yedinci sırayı aldı.
Spor,2004 Yaşar Doğu Turnuvası,"2004 Yaşar Doğu Güreş Turnuvası, 12-14 Mart 2004 tarihleri arasında Türkiye'nin Ankara kentinde düzelenen bir güreş yarışmasıdır. 2004 yılında 32'incisi düzenlenmiştir. Turnuvada Türkiye 54 puanla takım halinde birinciliği kazanırken, Güney Kore 34 puanla ikinci, Ukrayna ise 28 puanla üçüncü sırayı aldı.[1][2][3]"
Spor,2004 Yaz Olimpiyatları'nda Türkiye,"Atina 2004 Yaz Olimpiyatları Türkiye'nin 1908 yılından günümüze katılmış olduğu on dokuzuncu olimpiyat oyunudur. Türkiye'nin 21 kadın ve 45 erkek sporcu gönderdiği oyunların açılış töreninde Türk Bayrağını yelkenci Ali Enver Adakan taşımıştır. Türk sporcular, ilk kez düzenlendiği 1908 yılından bu yana her Yaz Olimpiyat Oyunları'nda yarışmıştır. Türkiye, Antwerp'te düzenlenen 1920 Yaz Olimpiyatları'na, Büyük Buhran döneminde Los Angeles'ta düzenlenen 1932 Yaz Olimpiyatları'na ve Amerika Birleşik Devletleri'nin boykotuna verdiği destek nedeniyle Moskova'da düzenlenen 1980 Yaz Olimpiyatları'na katılmamıştır. Türkiye Olimpiyat Komitesi Oyunlara ülkenin en büyük delegasyonunu gönderdi. Oyunlarda 10 spor dalında 45 erkek ve 20 kadın olmak üzere toplam 65 sporcu yarıştı. Atıcılık ve tekvandoda sadece tek bir yarışmacı vardı.[1][2]"
Spor,2005 Avrupa Kadınlar Basketbol Şampiyonası,"2005 Avrupa Kadınlar Basketbol Şampiyonası, FIBA Avrupa tarafından Türkiye'nin ev sahipliğinde düzenlenen Avrupa Kadınlar Basketbol Şampiyonlarının 30.'su.Karşılaşmalar Ankara,Bursa ve İzmir'de oynandı.Şampiyon Çek Cumhuriyeti olurken,Rusya ise ikinci olmuştur."
Spor,2005 Akdeniz Oyunları'nda Türkiye,"Türkiye 2-15 Eylül tarihleri arasında Almería'da düzenlenen 2005 Akdeniz Oyunları'na katıldı. Oyunlarda mücadele eden 300 Türk sporcu, 20'si altın toplam 73 madalya ile, madalya sıralamasının dördüncü basamağında yer aldı."
Spor,2004-05 Türkiye Basketbol Ligi,"TBL 2004-2005 sezonu, Türkiye Basketbol Ligi'nin 39. sezonu olan 2004-2005 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2005-06 Türkiye Basketbol Ligi,"TBL 2005-2006 sezonu, Türkiye Basketbol Ligi'nin 40. sezonu olan 2005-2006 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2004-05 Türkiye Buz Hokeyi Ligi,2004-05 sezonu playoff maçları sonucunda Polis Akademisi ve Koleji takımı sezonu şampiyon olarak tamamlamıştır. Bu sonucun ardından IIHF Continental Cup'ta Türkiye'yi temsil etmeye hak kazanmıştır.
Spor,2005-06 Süper Lig (buz hokeyi),"2005-06 Süper Lig, Süper Lig'in 14. sezonudur.  Altı takımın katıldığı ligde sezonun şampiyonu Polis Akademisi ve Koleji oldu."
Spor,2005 Dünya Üniversite Yaz Oyunları,2005 yılında İzmir'de organize edilen Universiade spor organizasyonudur.
Spor,Fenerbahçe Boks Şubesi 2004-05 sezonu,Fenerbahçe Boks Şubesi 2004-05 sezonunda Türkiye'deki lider konumuna tekrar kavuştu ve önce altı sezon aradan sonra Türkiye Kulüplerarası Boks Şampiyonası'nda yedinci kez şampiyonluğa ulaştı. Ardından Türkiye Ferdi Boks Şampiyonası'nda da ilk sırayı alarak çifte Türkiye şampiyonluğuyla sezonu kapattı.
Spor,Fenerbahçe Boks Şubesi 2005-06 sezonu,Fenerbahçe Boks Şubesi 2005-06 sezonunda bir sezon öne kazandığı çifte Türkiye şampiyonluğuna bir kez daha ulaştı. Türkiye Ferdi Boks Şampiyonası'nda on üçüncü kez birinci sırayı alan sarı-lacivertli takım Türkiye Kulüplerarası Boks Şampiyonası'nda sekizinci kez şampiyon oldu.
Spor,Fenerbahçe Masa Tenisi Şubesi 2004-05 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2004-05 sezonunda Türkiye Birinci Ligi'nde kadın takımı ise Süper Lig'de mücadele etmiştir. Erkek takımı namağlup şampiyon olarak bir sezon aradan sonra tekrar Süper Lig'e yükseldi. Türkiye Masatenisi Şampiyonası'nda ise hem erkek hem de kadın takımı yedinci sırayı aldı.
Spor,Fenerbahçe Masa Tenisi Şubesi 2005-06 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2005-06 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiş ve ikinci olmuştur. Sarı-lacivertli takım Türkiye Masatenisi Şampiyonası'nda ise 23 yıl aradan sonra birinciliğe ulaşmıştır.
Spor,2005 Türkiye Grand Prix,"2005 Türkiye Grand Prix, 21 Ağustos 2005'te Intercity İstanbul Park'ta yapılan Formula 1 yarışı.Yarış Formula 1 tarihinde yapılan ilk Türkiye Grand Prix'i dir. Aynı zamanda 110 bin kişinin katılımyla Türkiye tarihinde gerçekleşmiş en kalabalık spor organizasyonudur.[1][1]"
Spor,2005 İslami Dayanışma Oyunları'nda Türkiye,"Türkiye, 8-20 Nisan 2005 tarihleri arasında Suudi Arabistan'ın Mekke kentinde düzenlenen 2005 İslami Dayanışma Oyunları'na katılmıştır.[1][2]"
Spor,2005 Yaşar Doğu Turnuvası,"2005 Yaşar Doğu Güreş Turnuvası, 18-20 Şubat 2005  tarihleri arasında Türkiye'nin Samsun kentinde düzelenen bir güreş yarışmasıdır. 2005 yılında 33'üncüsü düzenlenmiştir.[1][2][3]"
Spor,2005-06 Türkiye Basketbol Ligi,"TBL 2005-2006 sezonu, Türkiye Basketbol Ligi'nin 40. sezonu olan 2005-2006 sezonunun sonuçları ve istatistikleri göstermektedir."
Spor,2005-06 Süper Lig (buz hokeyi),"2005-06 Süper Lig, Süper Lig'in 14. sezonudur.  Altı takımın katıldığı ligde sezonun şampiyonu Polis Akademisi ve Koleji oldu."
Spor,2006-07 Süper Lig (buz hokeyi),"2006-07 Süper Lig, Süper Lig'in 15. sezonudur.  Sekiz takımın katıldığı ligde sezonun şampiyonu Kocaeli Büyükşehir Belediye Kağıtspor oldu."
Spor,Fenerbahçe Boks Şubesi 2005-06 sezonu,Fenerbahçe Boks Şubesi 2005-06 sezonunda bir sezon öne kazandığı çifte Türkiye şampiyonluğuna bir kez daha ulaştı. Türkiye Ferdi Boks Şampiyonası'nda on üçüncü kez birinci sırayı alan sarı-lacivertli takım Türkiye Kulüplerarası Boks Şampiyonası'nda sekizinci kez şampiyon oldu.
Spor,Fenerbahçe Boks Şubesi 2006-07 sezonu,"Fenerbahçe Boks Şubesi 2006-07 sezonunda iki senedir kazandığı çifte Türkiye şampiyonluklarını Tekel'e terk etti. İstanbul Şampiyonası'nda bu kulübün gerisinde kalan takım, Türkiye Ferdi Boks Şampiyonası'nda ve Türkiye Kulüplerarası Boks Şampiyonası'nda da ikinci oldu. Kadınlar ise ilk kez puanlı düzenlenen Türkiye Şampiyonası'nda birinci oldu."
Spor,Fenerbahçe Masa Tenisi Şubesi 2005-06 sezonu,Fenerbahçe Masa Tenisi Şubesi erkek takımı 2005-06 sezonunda Türkiye Masatenisi Süper Ligi'nde mücadele etmiş ve ikinci olmuştur. Sarı-lacivertli takım Türkiye Masatenisi Şampiyonası'nda ise 23 yıl aradan sonra birinciliğe ulaşmıştır.
